genome	domain	phylum	class	order	family	genus	species	completeness	contamination	mag_size
EHA01477_bin.70	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Beduini	s__	94.81	0.943	2496079
EHA01477_bin.72	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Rikenella	s__	92.42	1.749	2645279
EHA01477_bin.74	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Copranaerobaculum	s__	77.37	1.886	2403403
EHA01477_bin.75	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__JALFVM01	s__	90.2	1.793	3337551
EHA01477_bin.78	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__MGBC116941	g__MGBC116941	s__	76.31	0.021	1427760
EHA01477_bin.80	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UMGS1251	s__	93.27	0	3862166
EHA01477_bin.81	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__	s__	85.45	5.102	2875790
EHA01477_bin.82	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Eggerthella	s__	85.41	5.657	2609445
EHA01477_bin.84	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__	87.94	4.324	3676182
EHA01477_bin.85	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Dielma	s__	84.9	6.132	2786388
EHA01477_bin.86	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__NSJ-61	s__	54.01	5.263	3349979
EHA01477_bin.88	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__	s__	91.25	0.376	3577683
EHA01477_bin.9	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__CAJTFG01	s__	84.25	1.415	2123756
EHA01477_bin.90	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	66.59	1.562	2391952
EHA01477_bin.91	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Marseille-P3106	s__	71.88	2.839	1916761
EHA01477_bin.94	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__	82.65	4.852	3811313
EHA01477_bin.95	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium_AQ	s__	97.72	5.896	3615559
EHA01477_bin.96	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA3700	g__	s__	87.84	1.654	1867284
EHA01477_bin.97	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CHH4-2	s__	96.44	1.265	5004119
EHA01481_bin.1	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__C-19	s__	93.87	2.358	3559889
EHA01481_bin.100	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-95	s__	97.12	0.574	4533254
EHA01481_bin.102	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	74.08	4.583	4130512
EHA01481_bin.104	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	81.91	2.63	3230826
EHA01481_bin.105	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CHH4-2	s__	82.44	1.371	3973126
EHA01481_bin.106	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__	g__	s__	97.46	0.527	3043584
EHA01481_bin.109	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__	81.49	2.567	3980337
EHA01481_bin.113	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__Merdicola	s__	77.67	1.789	1706563
EHA01481_bin.12	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__	53.36	0	2723179
EHA01481_bin.13	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	93.39	1.923	3026696
EHA01481_bin.14	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides_B	s__	99.61	1.346	3710244
EHA01481_bin.15	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Lawsonibacter	s__	53.1	0	1385629
EHA01481_bin.2	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Muricomes	s__	88.22	1.228	4107215
EHA01481_bin.20	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CHH4-2	s__	50.2	0.159	3790947
EHA01481_bin.21	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	74.06	1.442	2319992
EHA01481_bin.24	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__	71.93	1.36	2301627
EHA01481_bin.25	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Intestinibacillus	s__	51.56	0.356	1577149
EHA01481_bin.26	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__	79.92	2.109	2939731
EHA01481_bin.30	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A ulcerans_A	100	2.247	3290062
EHA01481_bin.31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__MGBC165282	s__	95.86	1.766	4576854
EHA01481_bin.32	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Dielma	s__	77.91	1.415	2405873
EHA01481_bin.34	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Oscillibacter	s__	80.38	0.335	2206343
EHA01481_bin.35	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Pseudoflavonifractor	s__	53.32	0.559	1722375
EHA01481_bin.36	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__	78.79	3.131	3258066
EHA01481_bin.37	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__	56.27	3.803	1954332
EHA01481_bin.39	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Massilibacillaceae	g__	s__	86.82	0.949	2799117
EHA01481_bin.41	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sp902362375	52.06	0	4056172
EHA01481_bin.42	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Butyricimonas	s__	90.04	0.985	4627747
EHA01481_bin.43	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__	54.71	2.215	2964250
EHA01481_bin.44	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Limenecus	s__	87.17	0.854	2088104
EHA01481_bin.46	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Raoultibacter	s__	85.36	4.374	2294111
EHA01481_bin.5	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__	98.65	0.894	4389671
EHA01481_bin.51	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Intestinimonas	s__	97.75	5.033	4560729
EHA01481_bin.52	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella_A	s__	50.63	5.582	5090446
EHA01481_bin.54	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	76.38	1.344	2758416
EHA01481_bin.57	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Ventrimonas	s__	99.36	1.898	4190709
EHA01481_bin.58	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Pumilibacteraceae	g__	s__	91.94	0	2355679
EHA01481_bin.6	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__C-19	s__	70.52	3.616	2620329
EHA01481_bin.63	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Rikenella	s__	99.52	0	2704349
EHA01481_bin.65	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__CAG-274	g__	s__	62.1	1.149	2669043
EHA01481_bin.67	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__JAAYQI01	s__	65.24	0.671	1778083
EHA01481_bin.68	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	89.7	1.654	4883562
EHA01481_bin.70	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__	s__	91.4	2.83	3988079
EHA01481_bin.74	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Eggerthella	s__	84.15	2.777	2646944
EHA01481_bin.77	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__JAAYQI01	s__	96.86	0.671	3359989
EHA01481_bin.8	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella	s__	95.53	2.848	4960208
EHA01481_bin.82	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__	s__	91.37	0.943	3597105
EHA01481_bin.84	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	94.4	1.442	3206260
EHA01481_bin.88	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Intestinibacillus	s__	54.14	2.013	1612729
EHA01481_bin.9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA3700	g__	s__	95.16	0.201	2117150
EHA01481_bin.90	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA3700	g__	s__	95.56	0.026	1795340
EHA01481_bin.91	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium_AQ	s__	99.05	0.943	4337561
EHA01481_bin.92	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__	81.13	1.609	2424859
EHA01481_bin.95	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__RGIG9287	s__	83.53	0	1515737
EHA01481_bin.97	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella	s__	50.06	1.424	3104909
EHA01481_bin.98	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Copromonas	s__	54.17	3.508	1892815
EHA01485_bin.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides sp900540715	92.71	1.057	5676011
EHA01485_bin.100	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	75.91	0.961	1905928
EHA01485_bin.101	d__Bacteria	p__Bacillota	c__Bacilli	o__RFN20	f__CAG-288	g__CAG-345	s__	91.01	0.61	1193599
EHA01485_bin.102	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__	64.02	1.881	2817058
EHA01485_bin.105	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Massilibacillaceae	g__	s__	64.84	1.898	1921835
EHA01485_bin.11	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CHH4-2	s__	73.59	4.156	3442204
EHA01485_bin.14	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__MGBC116941	g__	s__	52.2	6.643	1256861
EHA01485_bin.16	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__	92.28	3.02	2672477
EHA01485_bin.18	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__C-19	s__	99.05	1.886	4449815
EHA01485_bin.19	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Faecimonas	s__	91.85	2.247	1499968
EHA01485_bin.2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	84.18	3.02	4476689
EHA01485_bin.22	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__IOR16	s__	80.39	0.236	2124519
EHA01485_bin.23	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella_A	s__	54.73	1.956	2479243
EHA01485_bin.25	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	95.32	0.806	2756672
EHA01485_bin.28	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__CAZU01	s__	92.81	1.075	1451552
EHA01485_bin.31	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	94.49	1.858	5278428
EHA01485_bin.34	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	92.83	0.94	3674363
EHA01485_bin.36	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UMGS1251	s__	51.74	2.387	2449915
EHA01485_bin.4	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides_B	s__	99.21	0.512	4336319
EHA01485_bin.40	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Scatenecus	s__	88.88	0.854	1870396
EHA01485_bin.41	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CHH4-2	s__	72.66	1.107	1740647
EHA01485_bin.44	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	89.82	2.163	3087552
EHA01485_bin.45	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-273	s__	74.24	5.76	1655619
EHA01485_bin.51	d__Bacteria	p__Bacillota	c__Bacilli	o__Mycoplasmatales	f__Mycoplasmoidaceae	g__Ureaplasma	s__	76.66	2.205	668681
EHA01485_bin.52	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__	g__	s__	95.56	1.075	1800855
EHA01485_bin.54	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	62.93	4.31	3553004
EHA01485_bin.55	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__	93.69	5.12	4080832
EHA01485_bin.56	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	87.86	4.583	2912165
EHA01485_bin.58	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__CAG-274	g__	s__	79.28	2.442	3368534
EHA01485_bin.59	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus	s__	93.87	2.095	2714966
EHA01485_bin.60	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__MGBC116941	g__MGBC116941	s__	97	0.174	1888922
EHA01485_bin.64	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Pumilibacteraceae	g__	s__	54.03	0	1354892
EHA01485_bin.66	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__CAZU01	s__	87.09	1.808	1674792
EHA01485_bin.69	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	80.39	6.539	3783686
EHA01485_bin.71	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Scatousia	s__	88.03	1.282	1970746
EHA01485_bin.75	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__	62.11	0.126	1687791
EHA01485_bin.77	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__JAAYQI01	s__	51.5	0.671	1991242
EHA01485_bin.8	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Eggerthella	s__	50.64	1.555	1783158
EHA01485_bin.81	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__MGBC107952	s__	57.27	5.454	1374227
EHA01485_bin.82	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__Scatacola_A	s__	98.92	0.097	1906869
EHA01485_bin.83	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__LL51	g__	s__	78.79	0	892051
EHA01485_bin.84	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__MGBC165282	s__	65.11	1.918	2838495
EHA01485_bin.88	d__Bacteria	p__Chlamydiota	c__Chlamydiia	o__Chlamydiales	f__Chlamydiaceae	g__	s__	95.27	0	1064848
EHA01485_bin.89	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Intestinimonas	s__	92.4	0.268	2416792
EHA01485_bin.9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA3700	g__	s__	84.7	0	1627278
EHA01485_bin.90	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	81.49	3.87	3033264
EHA01485_bin.91	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__	s__	70.09	1.415	3393259
EHA01485_bin.92	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Dielma	s__	91.41	5.86	3024169
EHA01485_bin.94	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__CAZU01	s__	73.83	2.213	1342875
EHA01485_bin.95	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Rikenella	s__	57.43	0.824	1301763
EHA01485_bin.98	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__JAAYQI01	s__	91.94	0.062	3089511
EHA01485_bin.99	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__	g__	s__	97.98	0.134	3128956
EHA01490_bin.1	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__MGBC165282	s__	83.34	5.643	2980855
EHA01490_bin.101	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnotalea	s__	97.78	0.632	3866170
EHA01490_bin.102	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Coprobacillus	s__	98.07	0	3258812
EHA01490_bin.103	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecivivens	s__	63.86	1.342	2204845
EHA01490_bin.104	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__	s__	99.11	0	3484991
EHA01490_bin.106	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Intestinibacillus	s__	98.61	1.006	2879158
EHA01490_bin.107	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lactonifactor	s__	95.97	1.265	3524412
EHA01490_bin.112	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eisenbergiella	s__	98.85	0.243	3993414
EHA01490_bin.113	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Aminipila	s__	78.8	0.472	2345484
EHA01490_bin.115	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__CAG-274	g__	s__	98.65	0	3055018
EHA01490_bin.118	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__	63.99	0.021	1976536
EHA01490_bin.12	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	92.04	3.205	2913253
EHA01490_bin.121	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA3700	g__	s__	96.37	0	1863713
EHA01490_bin.124	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Dielma	s__	64.65	0	2562807
EHA01490_bin.125	d__Bacteria	p__Bacillota	c__Bacilli	o__RFN20	f__CAG-288	g__CAG-345	s__	78.27	0.048	990865
EHA01490_bin.129	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__	g__	s__	95.63	4.435	2156351
EHA01490_bin.13	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	96.18	5.824	5356396
EHA01490_bin.131	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rickettsiales	f__Anaplasmataceae	g__Wolbachia	s__Wolbachia sp001439985	98.29	0.427	1409884
EHA01490_bin.132	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__	51.03	4.914	2108676
EHA01490_bin.134	d__Bacteria	p__Deferribacterota	c__Deferribacteres	o__Deferribacterales	f__Mucispirillaceae	g__	s__	97.31	0.862	2265412
EHA01490_bin.135	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__14-2	s__	53.9	1.231	2660104
EHA01490_bin.136	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	63.88	1.57	3369551
EHA01490_bin.137	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	86.3	1.301	4167858
EHA01490_bin.139	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Copromonas	s__	78.17	3.533	2985983
EHA01490_bin.143	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__	62.58	0.671	1891035
EHA01490_bin.144	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__	86.14	4.804	3024009
EHA01490_bin.145	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__	g__	s__	100	0.843	3132150
EHA01490_bin.148	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Scatousia	s__	88.03	1.452	1862615
EHA01490_bin.149	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	67.41	1.724	3787400
EHA01490_bin.150	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__	s__	98.32	0.671	2833930
EHA01490_bin.152	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	76.16	3.109	2732103
EHA01490_bin.154	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__CAJLXD01	s__	91.29	4.724	1887212
EHA01490_bin.155	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Massilibacillaceae	g__	s__	100	0.971	3120576
EHA01490_bin.158	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	75.68	0	4556292
EHA01490_bin.159	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__	62.13	2.926	3376148
EHA01490_bin.161	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__	84.84	1.286	2846549
EHA01490_bin.162	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Pumilibacteraceae	g__	s__	52.74	0.302	1625576
EHA01490_bin.163	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Oscillibacter	s__	91.49	1.565	3300587
EHA01490_bin.167	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Intestinimonas	s__	88.79	3.747	2295016
EHA01490_bin.168	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__UBA5026	s__	80.89	1.123	1359667
EHA01490_bin.18	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__	88.58	0.656	3905896
EHA01490_bin.23	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__MGBC116941	g__	s__	89.44	0.91	1471888
EHA01490_bin.26	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__CALURL01	s__	75.1	2.374	1826831
